input_string,lewd,offensive,intent,group
RT @Kevineffinskaff: My idea of a diet is eating regular Oreos instead of double stuft and takin off half the cookie (still dip it in 2%...,N,N,N,N
Man im glad im around to see the redskins go to the playoffs considering it only happens once in a lifetime #RedskinsBlow,N,N,N,N
"I must have pissed this nigga off aha um, because he my hoe &amp; he acting OUTTA line &#128514;&#128557;",N,Y,Y,N
Wake up American sheeple nd stop allowing these pussy azz politicians who never bust a gun in they&#8230; http://t.co/rN6nnnynXv,Y,Y,Y,N
You niggas talking to these females trying to get some pussy but dont realize you're only boosting their ego and getting curved.,Y,Y,Y,Y
Jazz jumbo dick corporations. Making bitches tap out since 1999,Y,Y,Y,N
got these bad bitches waiting on me,N,Y,Y,N
"""Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku""",Y,Y,Y,N
Yo bitch go wild more miles on her pussy then my car do,Y,Y,Y,N
RT @UnCharted_: Don't get your panties in a twist. Just take 'them off and let my tongue twist around in your pussy instead.,Y,Y,Y,N
"U hoes hawkin in Ritta's today, ain't y'all?",N,N,N,N
"@michigannews13 wow. Thats great language coming from a HS coach, you sure are a role model, you're trash, just like your account",N,Y,Y,N
What is up my twitta niccas!,N,N,N,N
@PDaburei bitch nigga,N,Y,Y,N
"RT @WhyVee: @georgegalloway A Muslim wmn covers the yellow star of Jewish neighbour with her veil to protect her, Sarajevo,1941. http://t.c&#8230;",N,Y,Y,Y
"RT @Deadcollision: ""Go talk to your other hoes"" http://t.co/1H08FxpkKq",N,Y,Y,N
RT @PornAndCole: Side bitch or main bitch you still ain't the ONLY bitch. &#128079;&#128175;&#128175;,N,Y,Y,N
What time jamboree start Thursday. So I ca smile for the ugly hoes. &#128514;&#128128;,N,N,N,N
"Dress like a hoe, I'm goin at you like a hoe just like any other nite. Forget Halloween.",N,N,N,N
&#8220;@PrettyxEyes: FYI http://t.co/R9JUoT4bGQ&#8221; my favorite type of bitches.,N,N,N,N
RT @toddknife: Full @weakenednachos set (except the last song) from Southern Darkness Fest last month. Who's the ape on guitar? https://t.c&#8230;,N,N,N,N
I spy a couple thirsty hoes on insta.,N,N,N,N
I wanna try pot brownies.,N,N,N,N
"""Bleed out hoe!!!"" -Alexa",N,Y,Y,N
RT @RealErik_95: Don't worry about my old bitch or my next bitch,N,Y,Y,N
#mt #commission #gouache #tiki #wahine #monkey #tubed #surfing #wavesliding #waterwalker #notkook http://t.co/vii3SmGRm3,N,N,N,N
Say I'm wrong but I can treat that pussy right,Y,Y,Y,N
I'd do anything for an Oreo vanilla bean drink from dunkin &amp; a chocolate chip muffin from there too..I'm starving &amp; that sounds so good now.,N,N,N,N
"RT @TrillBillGates: bitches be like ""had my heart taken since 12/3/12 i love you babe"" bitch isnt that today?",N,Y,Y,N
"Yea I'm illiterate, hot as a skillet bitch. &#128079;",N,Y,Y,N
American culture is stuck to the side of the toilet. Graffiti writers in Europe can create better art without any lowlife trash sex jokes.,Y,Y,Y,N
Charlie looking like he's the one that made that 3.,N,N,N,N
This flappy bird game addicting.,N,N,N,N
&#8220;@dnumberbefore2: Congrats to kim k.this a great day for hoes everywhere&#8221;,N,N,N,N
pony tail  red nails  still in school bitch,N,Y,Y,N
RT @mjxcx: Teachers trying to pronounce ghetto names on the 1st day of school.... https://t.co/8CjuAVL3Ct,N,Y,Y,N
"I be jamming Skid Row,Kix,Cinderella,Damn Yankees,Bon Jovi,Def Leppard,Whitesnake,Extreme,Vinnie Vincent Invasion,Ratt,Scorpions etc",N,N,N,N
Guess who's a little bitch? http://t.co/Hl6SwLYGfV,N,Y,Y,N
@NTXProgressive Yeah..cause if anyone thinks this clown went to @target to buy Oreos is as stupid as all of them look,N,Y,Y,N
"Teacher: ""WHY AM I HEARING TALKING!?""... Because you have ears bitch.",N,Y,Y,N
RT @WatchMyJumper: Seen theses niggas lose it all over a basic bitch,N,Y,Y,N
RT @FunnyPicsDepot: Lmao I hate that hoe already &#128514; http://t.co/0vRAm5PFJL,N,Y,Y,N
@GlynJackson2 @Rachh_Basss granted cracker isn't that bad because when you say that to a white person your saying their one of the slave,N,Y,Y,N
Thank you Charlie #FF @Charlie4927 @StacyDmomof5 @PattiSM74 @RevkahJC @cantUCIMblonde @Kacado,N,N,N,N
RT @HoodsButtCrack: @vegebitemeash 10 brownie points for you,N,Y,Y,N
Dawg ass hoes,N,Y,Y,N
"Like the song French, ""got all the black bitches mad because my main bitch strawberry"" Lololol",N,Y,Y,N
@Aydren cause you're a sexy bitch,N,Y,Y,N
"RT @gotmollylove: girls really be comfortable with they dudes addressing them as ""they bitch"" I'm sorry but that will never fly with me.",N,N,N,N
My niggah watch me be awake till 5,N,N,N,N
RT @ZayZillaaa: &#8220;@ArchieLacombe: @ZayZillaaa @Thompson_Era long as my bitches love me &#128527;&#8221; &#128514;&#128076;,N,N,N,N
"This is exactly why bitches end up dead RT @CASHKILLEM: Told him to stop fucking with me, I hope it rain bitch. http://t.co/2fuxRzeVTp",N,Y,Y,N
"Grandma's Homemade Potato Soup - An old fashioned, simple, chunky potato soup like Grandma made, wit http://t.co/ZV8ZsmHNlm",N,N,N,N
@Rhyds_herrrrrr shoulda came to bird mans that shit was so lit,N,Y,Y,N
I tell bitches I got that I.T.S ( IKE TURNER SYNDROME ),N,N,N,N
All these bitches talk shit that's why bust em in they shit,N,Y,Y,N
At least ima a faithful bitch &#128524;,N,N,N,N
"And I lick it after you clean it, eat pussy like a dyke but I fuck like a demon &#128545;&#128166;",Y,Y,Y,N
@NikkiNigro22 lucky bitch!&#128545;,N,Y,Y,N
"RT @HuffingtonPost: Obama: ""I will always do what is necessary to protect the American people and defend against evolving threats to our ho&#8230;",N,N,N,N
&#8220;@_CocaKoula: Oomf a fake bitch ass nigga point blank period. Smh&#8221; AWWWW SHITTTTTTT,N,Y,Y,N
"RT @JennyJohnsonHi5: Just when I thought Justin Bieber couldn't be anymore of a pussy, he gets arrested in Canada for fighting a person who&#8230;",N,N,N,N
I still see plenty basic bitches with iPhone 4s.,N,N,N,N
i reblogged them to mock her god bless,N,N,N,N
RT @CuhCuhCuh: idk why skinny bitches think they got ass cuh,N,Y,Y,N
Boy a bitch STILL ain't got the proper amount of sleep &#128514;&#128557;&#9995;&#128553;,N,Y,Y,N
"My partna from Mississippi told me 2weeks ago, ""I got 2 weeks to fuck all these ok hoes, 2014 I'm stepping my game up"" &#128514;&#128514;&#128514;",Y,Y,Y,N
Arod like ugly bitches that like to fuck,Y,Y,Y,N
It only be y'all worthless bitches that be like that though,N,Y,Y,N
What you saying hoe?,N,Y,Y,N
@finnj97 bitches,N,Y,Y,N
@harley_schuder @ShitPussiesSay and you're a hoe,N,Y,Y,N
RT @LucciVee: Free pancake day at ihop....side bitches finna finally get a date out a nigga,N,Y,Y,N
@_KaeeJones I gotta find them I know Cali got them hoes,N,Y,Y,N
Ladies you are not a hoe if you fucked on the first night. Don't let these lonely bitches lie to you.,Y,Y,Y,N
All the time lol RT @KoolAssK: Lol ima hoe sometimes,N,Y,Y,N
When I be seein y&#8217;all runnin back and forf to woyke and shit I be thankin Jesus I is colored,N,N,N,N
@MoenKiana fine walk bitch,N,Y,Y,N
&#8220;@HumbleTeej: @elisabethepps where am I on this rating scale???&#8221; Depends. You still wearing them colored contacts or naw?,N,N,N,N
@T_FLYE lmaooooo bro you still got that shit you are a hoe we boxing when you come back nigga,N,Y,Y,N
Bout to dub dis bitch,N,Y,Y,N
@isaabbellla yo nig your a cheeseball.,N,Y,Y,N
Made it to the World Series. Ned Yost out here fucking everybody bitch on the low.,N,Y,Y,N
Crangrape &gt; good pussy,Y,Y,Y,N
Should I take a nap though too kill a mocking bird or nah?,N,N,N,N
@RussellTpot LOL dude.. I wish they hadn't. I got a DD214 that would make a pussy like you cry for the enemy.,Y,Y,Y,N
"#DegenerateArtist KNOWS words&gt; Bo Jingo dangle fan slang ho, ting pang lick drum swing flick alarm bic&gt; But you can't hear fire can you?",N,N,N,N
Not finna play with the bitches lmao,N,Y,Y,N
@BrodyWayneLyles these kids are pussies. We got a white trash kid &amp; a ThugNasty wanna be up in here &#128514;,N,Y,Y,N
I have officially earned my right to bitch about things for the next two years! Yay!,N,Y,Y,N
"Text ya bitch like ""ya man suck, meet me at da birkin store tell em get his bands up"" &#128527;",N,Y,Y,N
RT @ObeyKingKelvin: &#8220;@MellyDaKing_: Just gotta remind bae you got no hoes http://t.co/TfcInxlqhV&#8221;&#128514;,N,Y,Y,N
"RT @CHlLDHOODRUINER: ""bitch ass nigga square up"" &#128514;&#128514; http://t.co/xK1rpf1NPy",N,Y,Y,N
"RT @macktology101: ""Hehe"" hoe quotes",N,Y,Y,N
RT @walshnyc: Which World Cup Teams Are Jihadis Rooting For? http://t.co/ecU754zHKk @versharma @vocativ http://t.co/8z0B7ocMqP,N,N,N,N
these bitches need to be called out I'm sorry http://t.co/Rin49M54fK,N,Y,Y,N
jig levitating for lousiville,N,N,N,N
What mad cunt created masturbating? That dude needs a high 5...,Y,Y,Y,N
*Nicolas Cage unrolls dusty secret scroll* It says here James Madison was a whiny little bitch,N,Y,Y,N
Why do peeps gotta be mad ghetto nowadays? Smh pull up your pants!,N,Y,Y,N
@That1guyJeff thank you. I hate you. Eat poison. Fall down. Run face first into a wall. Yankees missed the playoffs.,N,N,N,N
Wintertime.. Bout to turn the grind back on.. Don't spent enough money wit u niccas,N,N,N,N
"RT @yayabad1_SODMG: ""@_100d: Smoke wit a bitch in nap and let her play music I bet 100 she turn on boosie or some slow shit &#128530;"" real shit",N,Y,Y,N
@Ncoleycole u still a mutt tho lol,N,N,N,N
RT @mckayllaa: I wish I had pretty colored eyes.,N,N,N,N
RT @Erudite1914: Juice should have been dead his bitch ass! #SonsOfAnarchy,N,Y,Y,N
"Nigga getcho bitch, treat her how she wanna be treated but I ain't triccin &#128175;",N,Y,Y,N
hell would freeze over before I ever let any bitch kick me in the fuckin face,N,Y,Y,N
RT @FriendlyAssh0le: How bitches be when soccer players take their shirt off.. http://t.co/XaLMdxr2A3,N,Y,Y,N
#That son of a bitch moment when you turn the radio on and your favorite song is on but its the end of the song,N,Y,Y,N
"RT @kingdomofwench: @graceishuman I've also seen a lot of that ""We're Democrats and we're for Charlie Baker!"" ad which makes me want to scr&#8230;",N,N,N,N
RT @MissUnfoolish: I don't fuck wit fake hoes all I touch is J-Los,Y,Y,Y,N
RT @MikeDiggEm: Yo niggas would fuck with you broke or not if they really yo niggas. You a bitch if you only fuck with yo niggs when they g&#8230;,Y,Y,Y,N
Who wanna play pin da tail on da colored man's butt?,N,Y,Y,N
why are these freshman so ghetto lmao,N,Y,Y,N
What was that knob to get shit back in focus when it started getting fuzzy?,N,Y,Y,N
"RT @OGTREEZ: Steve found out you can't call Taiquaniesha a ""stupid fuckin cunt"" like you can w Becky http://t.co/3A5qGki97B",N,Y,Y,N
"Lol Sam said ""Betty Boop"" is a hoe &#128514;",N,Y,Y,N
How can a woman take u serious when you're a hoe? I mean RT @BamaboyyBrandon: How can a nigga take you serious when youre a hoe? Lol like..,N,Y,Y,Y
Cuffin these hoes man that's where you went bad at. You prolly gettin laughed at Cuz everybody smashed that &#128564;,N,Y,Y,N
There was a reason why I blocked this bitch,N,Y,Y,N
RT @lil_dannyyy: It ain't nothing to cut that bitch off &#10071;&#65039;,N,Y,Y,N
@lucioxnava how about darkskin dykes?,N,Y,Y,N
"""you're being a cunt right now"" -@RQ978",N,Y,Y,N
RT @lordemusic: i am so pleased and proud to have been announced the sole curator of the soundtrack for MOCKINGJAY - PART 1,N,N,N,N
@FlawlesS_Dv dont be a bitch smh,N,Y,Y,N
"RT @Rhiannamator: ""Who's my bitch?"" I am, Stephanie. I am.",N,Y,Y,N
&gt;Mfw some rachet ass hoe drops some scripture or religious stuff on social media http://t.co/9ZDsKU0lbo,N,Y,Y,N
the bitch mob is bad for your health,N,Y,Y,N
Why do yall bitches act so childish,N,Y,Y,N
RT @NorrisDaGod: I ain't never had a basic bitch.. Never will &#128175;,N,Y,Y,N
"RT @DugoutLegends: Lou Gehrig had 17 hand fractures in his career. Played in 2,130 straight games. #IronHorse #Yankees http://t.co/O6sofyOh&#8230;",N,N,N,N
"@_Perarl he needs to date a grandma, I'm too turnt up for his lil pussy ass, bro and I called him lil baby names like lame &amp; dork",Y,Y,Y,N
"I'm not fuckin wit October She on some new shit, bitch cold",N,Y,Y,N
His hair so cute wit his sessy face but his ex bitch liked that picture to shit like fucc it,N,Y,Y,N
&#8220;@iank12: @AJDougherty13 no you homo&#8221; sorry I can't be straight like you and pull mad bitches &#128532;,N,Y,Y,N
RT @daqraca: How can anyone hate Charlie Sheen http://t.co/AF4T3MtmxU,N,Y,Y,N
Typical bitch during a break up tweeting smfh,N,Y,Y,N
People who play #roleplayinggames are human filth and don't deserve the same respect you'd give a mosquito. They're soulless gutter trash.,N,Y,Y,N
"Like lex so fine she can have all my hoes, imma make my husband by her a Lamborghini",N,Y,Y,N
RT @Cashmere_Nasir: @SkinnyBee__ @BossLifePiFF you lil stupid lil bitch she ain't fuckin with you (bug Sean voice),N,Y,Y,N
RT @carterreynolds: Austin Mahone is making bitches horny right now...,Y,Y,Y,N
"@KingHov1313 i got a dyke wit a child as whse mgr, and she jus hired another girlboy dis week....",N,Y,Y,N
"if ice jj fish gets all these looks, who really trash me or him",N,Y,Y,N
RT @z0mbiedance: Gabby's a bitch &amp; made Jackie make the tea packet first.,N,Y,Y,N
"@MrMooncricket oh hell no! Fuck you Uncle Tom bitch, I remember yo punk broke ass",N,Y,Y,N
You tha hoe,Y,Y,Y,N
&#8220;@JalapenoBright: This hoe waited until she got 45 to make a sextape chile.. http://t.co/r9gMmImakO&#8221; OH MY LORD&#128561;,Y,Y,Y,N
"Hoes on my mind, I fuck hoes all the time. #FatTrel",Y,Y,Y,N
RT @taysymonee: @1inkkofrosess that hoe so icy&#128557;&#128293;,N,Y,Y,N
RT @TAXSTONE: Y'all bitches sending inviatations to the wolves than get mad when they at ya door,N,Y,Y,N
@Juliet_Munguia bitch merry Christmas,N,Y,Y,N
@MoeEaseYaMind bitches crazy &#128553;&#128514;,N,Y,Y,N
RT @Tylar____: @1stBlocJeremiah bitch shutUP,N,Y,Y,N
I'm such a bitch to Austin &#128514;&#128514;,N,Y,Y,N
i hate ah dirty house!!! foul living bitches,N,Y,Y,N
I'm still weak off the bitch gettin pissed on lol,N,Y,Y,N
"Sam is hands down easily no doubt in a million years my least favorite character, such a little bitch! #freaksandgeeks",N,Y,Y,N
@Cotton_Candy9 god wrote em now think again coon,N,Y,Y,N
That crow has socks,N,Y,Y,N
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HandJob | Hand job and cum on rubber pussy http://t.co/zGcnmR2kLA",Y,Y,Y,N
Charlie and I!:) love that dog!!:) http://t.co/8AQXiYg6Ov,N,N,N,N
RT @JewJitsuGrl: @AdmiralAckbar3 @00_jackie @Darknight420 @allahthefairy &#128073; @TayyibN &#128072; Tiny Jihadi http://t.co/PDIKbrvCJ8,N,N,N,N
Even my moms knows I don't fuck with ghetto people,N,Y,Y,N
@Bam_N_DeyMouth you already know ima keep it trilla...Happy Bday lha bitch i love yu nigga!,N,Y,Y,N
Almost quit today they had me fucked up.. False promises to get me to work harder that's some hoe shit.,N,Y,Y,N
At the end of the day seniors still love that young fresh pussy from west case closed,Y,Y,Y,N
RT @chilltweetss: flappy bird is deep... hahaha http://t.co/EMuhmR3jzE,N,N,N,N
Turn a fuck nigguh to a rebound,N,Y,Y,N
"@NYDNSports @Yankees ugh, @Espo4710 put one 420 dead center off him @StFrancisNews",N,N,N,N
How this ugly ass nigga gets more pussy than me?,Y,Y,Y,N
We are back bitches! @vnpacheco21 @xoxoclaire_ @treyhunter_ @Medgmon @delaney_jade @sean_steezy @alexistiefa,N,N,N,N
@HTTRdcRising fuck your redskins bitch!,N,Y,Y,N
I just want to punch you in the throat when you get my order wrong stupid bitch at sonic,N,Y,Y,N
@Nubianreine_ you women. And when you getting money the hoes gone come so how does that sound gay? Rather make money anyday,N,Y,Y,Y
Niggahs stay thinkin I want they girl &#1041204;&#1041204;&#1041204;&#1041204;&#9995; Not nevvvvva niggah.,N,N,N,N
RT @__Junebugg: @VoiceOfDStreetz hell yea save money like a hoe,N,Y,Y,N
@GrizzboAdams why you crying then baby back bitch?,N,Y,Y,N
RT @karlos_budah: @RealNiggaSherm aye bro you kno how this shit go we in this bitch solid af running FREE THE 1ST,N,Y,Y,N
@McwilliamsBrett shut your legs hoe,N,Y,Y,N
I cuff no hoes,N,Y,Y,Y
@OVOmar23 thanks for the invite tho bitch,N,Y,Y,N
That dude RENT ain't no punk-bitch either.,N,Y,Y,N
RT @KCamp427: Bring her round these slums..... Yo hoe will get slayed....,N,Y,Y,N
@Oskzilla in San Diego niggah!,N,N,N,N
*squak squak squak squak* Me: bird shut up!!! *squak* Alex: that was an act of defiance  @Alextalksback,N,N,N,N
@UberFacts eat yo pickles bitches!,N,Y,Y,N
"RT @Ruthless_Mando: no bitch, I just don't like you &#128129;",N,Y,Y,N
When ever you dog hoes really bad you end up w/ a girlfriend...,N,Y,Y,N
RT @shikeattike: I hate a bitch that constantly call herself ugly. That shit is so annoying man,N,Y,Y,N
been a long December hasn't it? counting crows (:,N,N,N,N
yeah i got soul i was brought up by colored women.,N,N,N,N
I can't believe this nigga told me to put nutella on a bitch before you eat her out #wildnigga,Y,Y,Y,N
@dappermuke I stick up for my fam. don't disrespect the pouch my nigguh. and awe ily2 http://t.co/tuQ0uAd8bK,N,N,N,N
"Only fags say ""swag"" shits mad retarded.",N,Y,Y,N
RT @BigSean: Suck my dick bitch RT @MaizeNBlue23: @bigsean not only are you terrible. You are why hip hop is dead,Y,Y,Y,N
@MarioOlvera94 follow me bitch lol u too good to follow back ha ha,N,Y,Y,N
Jeter almost broke Yankee stadium,N,N,N,N
@NjzFinest_ your such a bitch lol&#128564;&#128564;&#128564;,N,Y,Y,N
@LexiLanxon ratchet white trash,N,Y,Y,N
@skinheadrob shut up faggot,N,Y,Y,N
&#8220;@LastWordEvan: An inning and a half away from Alex Rodriguez being eligible to play. Just a thought. #Yankees #MLB&#8221; OMG. Feel an ulcer.,N,N,N,N
"RT @WeedHumor: Marijuana is a gateway drug. It leads to happiness, great sex, pain relief, and increased patience with crazy bitches. And w&#8230;",N,N,N,N
So many shady bitches. THE SECRET THIRST IS ALIVE,N,Y,Y,N
"""@BlackNerdJade: Ok, sis."" She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her",N,Y,Y,N
Some girls think being a bitch and having an attitude is attractive. Who tf made you think that??,N,N,N,N
@Coley_Cee bitch watch tf out u on moose meat now,N,Y,Y,N
